Period,Alcohol Type,Alcohol Sub Type,Alcohol Content,Clearance Origin,Value,Measure Type,Unit,Marker
month/2018-12,beer,All,All,All,163.51,clearances-of-alcohol,thousand-hectolitres,
month/2018-12,cider,All,All,All,542.66,clearances,thousand-hectolitres,
month/2018-12,beer,All,All,All,342.0,beer-duty-receipts,gbp-million,
month/2018-12,cider,All,All,All,27.11,cider-duty-receipts,gbp-million,
month/2019-01,beer,UK,All,All,2540.68,production-volume,thousand-hectolitres,
month/2019-01,beer,UK,All,All,96.67,production-volume-alcohol,thousand-hectolitres,
month/2019-01,beer-and-cider,UK Registered,All,All,1916.65,clearances,thousand-hectolitres,
month/2019-01,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1000.82,clearances,thousand-hectolitres,
month/2019-01,beer,All,All,All,2917.47,clearances,thousand-hectolitres,
month/2019-01,beer,All,All,All,114.43,clearances-of-alcohol,thousand-hectolitres,
month/2019-01,cider,All,All,All,401.51,clearances,thousand-hectolitres,
month/2019-01,beer,All,All,All,303.92,beer-duty-receipts,gbp-million,
month/2019-01,cider,All,All,All,20.01,cider-duty-receipts,gbp-million,
month/2019-02,beer,UK,All,All,3220.77,production-volume,thousand-hectolitres,
month/2019-02,beer,UK,All,All,116.77,production-volume-alcohol,thousand-hectolitres,
month/2019-02,beer-and-cider,UK Registered,All,All,2401.65,clearances,thousand-hectolitres,
month/2019-02,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1189.51,clearances,thousand-hectolitres,
month/2019-02,beer,All,All,All,3591.16,clearances,thousand-hectolitres,
month/2019-02,beer,All,All,All,136.54,clearances-of-alcohol,thousand-hectolitres,
month/2019-02,cider,All,All,All,481.06,clearances,thousand-hectolitres,
month/2019-02,beer,All,All,All,212.02,beer-duty-receipts,gbp-million,
month/2019-02,cider,All,All,All,16.69,cider-duty-receipts,gbp-million,
month/2019-03,beer,UK,All,All,3611.22,production-volume,thousand-hectolitres,
month/2019-03,beer,UK,All,All,135.15,production-volume-alcohol,thousand-hectolitres,
month/2019-03,beer-and-cider,UK Registered,All,All,2801.89,clearances,thousand-hectolitres,
month/2019-03,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1321.92,clearances,thousand-hectolitres,
month/2019-03,beer,All,All,All,4123.81,clearances,thousand-hectolitres,
month/2019-03,beer,All,All,All,159.82,clearances-of-alcohol,thousand-hectolitres,
month/2019-03,cider,All,All,All,527.65,clearances,thousand-hectolitres,
month/2019-03,beer,All,All,All,254.72,beer-duty-receipts,gbp-million,
month/2019-03,cider,All,All,All,18.44,cider-duty-receipts,gbp-million,
month/2019-04,beer,UK,All,All,3494.07,production-volume,thousand-hectolitres,
month/2019-04,beer,UK,All,All,150.97,production-volume-alcohol,thousand-hectolitres,
month/2019-04,beer-and-cider,UK Registered,All,All,2773.56,clearances,thousand-hectolitres,
month/2019-04,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1412.73,clearances,thousand-hectolitres,
month/2019-04,beer,All,All,All,4186.29,clearances,thousand-hectolitres,
month/2019-04,beer,All,All,All,178.5,clearances-of-alcohol,thousand-hectolitres,
month/2019-04,cider,All,All,All,670.32,clearances,thousand-hectolitres,
month/2019-04,beer,All,All,All,305.31,beer-duty-receipts,gbp-million,
month/2019-04,cider,All,All,All,25.48,cider-duty-receipts,gbp-million,
month/2019-05,beer,UK,All,All,3744.4,production-volume,thousand-hectolitres,
month/2019-05,beer,UK,All,All,158.27,production-volume-alcohol,thousand-hectolitres,
month/2019-05,beer-and-cider,UK Registered,All,All,2837.58,clearances,thousand-hectolitres,
month/2019-05,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1519.11,clearances,thousand-hectolitres,
month/2019-05,beer,All,All,All,4356.69,clearances,thousand-hectolitres,
month/2019-05,beer,All,All,All,182.99,clearances-of-alcohol,thousand-hectolitres,
month/2019-05,cider,All,All,All,547.05,clearances,thousand-hectolitres,
month/2019-05,beer,All,All,All,331.92,beer-duty-receipts,gbp-million,
month/2019-05,cider,All,All,All,26.0,cider-duty-receipts,gbp-million,
month/2019-06,beer,UK,All,All,3076.44,production-volume,thousand-hectolitres,
month/2019-06,beer,UK,All,All,130.41,production-volume-alcohol,thousand-hectolitres,
month/2019-06,beer-and-cider,UK Registered,All,All,2533.01,clearances,thousand-hectolitres,
month/2019-06,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1368.91,clearances,thousand-hectolitres,
month/2019-06,beer,All,All,All,3901.92,clearances,thousand-hectolitres,
month/2019-06,beer,All,All,All,164.15,clearances-of-alcohol,thousand-hectolitres,
month/2019-06,cider,All,All,All,689.71,clearances,thousand-hectolitres,
month/2019-06,beer,All,All,All,340.35,beer-duty-receipts,gbp-million,
month/2019-06,cider,All,All,All,26.23,cider-duty-receipts,gbp-million,
month/2019-07,beer,UK,All,All,3124.34,production-volume,thousand-hectolitres,
month/2019-07,beer,UK,All,All,128.12,production-volume-alcohol,thousand-hectolitres,
month/2019-07,beer-and-cider,UK Registered,All,All,2861.36,clearances,thousand-hectolitres,
month/2019-07,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1549.71,clearances,thousand-hectolitres,
month/2019-07,beer,All,All,All,4411.07,clearances,thousand-hectolitres,
month/2019-07,beer,All,All,All,181.67,clearances-of-alcohol,thousand-hectolitres,
month/2019-07,cider,All,All,All,688.04,clearances,thousand-hectolitres,
month/2019-07,beer,All,All,All,305.53,beer-duty-receipts,gbp-million,
month/2019-07,cider,All,All,All,22.08,cider-duty-receipts,gbp-million,
month/2019-08,beer,UK,All,All,3748.05,production-volume,thousand-hectolitres,
month/2019-08,beer,UK,All,All,166.0,production-volume-alcohol,thousand-hectolitres,
month/2019-08,beer-and-cider,UK Registered,All,All,2539.9,clearances,thousand-hectolitres,
month/2019-08,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1488.74,clearances,thousand-hectolitres,
month/2019-08,beer,All,All,All,4028.63,clearances,thousand-hectolitres,
month/2019-08,beer,All,All,All,174.34,clearances-of-alcohol,thousand-hectolitres,
month/2019-08,cider,All,All,All,596.19,clearances,thousand-hectolitres,
month/2019-08,beer,All,All,All,310.5,beer-duty-receipts,gbp-million,
month/2019-08,cider,All,All,All,25.95,cider-duty-receipts,gbp-million,
month/2019-09,beer,UK,All,All,2713.13,production-volume,thousand-hectolitres,
month/2019-09,beer,UK,All,All,121.81,production-volume-alcohol,thousand-hectolitres,
month/2019-09,beer-and-cider,UK Registered,All,All,2053.91,clearances,thousand-hectolitres,
month/2019-09,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1335.29,clearances,thousand-hectolitres,
month/2019-09,beer,All,All,All,3389.2,clearances,thousand-hectolitres,
month/2019-09,beer,All,All,All,147.64,clearances-of-alcohol,thousand-hectolitres,
month/2019-09,cider,All,All,All,521.02,clearances,thousand-hectolitres,
month/2019-09,beer,All,All,All,351.79,beer-duty-receipts,gbp-million,
month/2019-09,cider,All,All,All,24.14,cider-duty-receipts,gbp-million,
month/2019-10,beer,UK,All,All,2237.24,production-volume,thousand-hectolitres,
month/2019-10,beer,UK,All,All,96.14,production-volume-alcohol,thousand-hectolitres,
month/2019-10,beer-and-cider,UK Registered,All,All,2393.31,clearances,thousand-hectolitres,
month/2019-10,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1616.64,clearances,thousand-hectolitres,
month/2019-10,beer,All,All,All,4009.95,clearances,thousand-hectolitres,
month/2019-10,beer,All,All,All,169.89,clearances-of-alcohol,thousand-hectolitres,
month/2019-10,cider,All,All,All,501.48,clearances,thousand-hectolitres,
month/2019-10,beer,All,All,All,273.93,beer-duty-receipts,gbp-million,
month/2019-10,cider,All,All,All,22.74,cider-duty-receipts,gbp-million,
month/2019-11,beer,UK,All,All,4412.81,production-volume,thousand-hectolitres,
month/2019-11,beer,UK,All,All,185.93,production-volume-alcohol,thousand-hectolitres,
month/2019-11,beer-and-cider,UK Registered,All,All,2635.01,clearances,thousand-hectolitres,
month/2019-11,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1680.3,clearances,thousand-hectolitres,
month/2019-11,beer,All,All,All,4315.31,clearances,thousand-hectolitres,
month/2019-11,beer,All,All,All,180.5,clearances-of-alcohol,thousand-hectolitres,
month/2019-11,cider,All,All,All,626.96,clearances,thousand-hectolitres,
month/2019-11,beer,All,All,All,253.7,beer-duty-receipts,gbp-million,
month/2019-11,cider,All,All,All,22.11,cider-duty-receipts,gbp-million,
month/2019-12,beer,UK,All,All,3323.79,production-volume,thousand-hectolitres,
month/2019-12,beer,UK,All,All,150.98,production-volume-alcohol,thousand-hectolitres,
month/2019-12,beer-and-cider,UK Registered,All,All,2662.4,clearances,thousand-hectolitres,
month/2019-12,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1224.77,clearances,thousand-hectolitres,
month/2019-12,beer,All,All,All,3887.16,clearances,thousand-hectolitres,
month/2019-12,beer,All,All,All,171.81,clearances-of-alcohol,thousand-hectolitres,
month/2019-12,cider,All,All,All,542.81,clearances,thousand-hectolitres,
month/2019-12,beer,All,All,All,400.74,beer-duty-receipts,gbp-million,
month/2019-12,cider,All,All,All,23.68,cider-duty-receipts,gbp-million,
month/2020-01,beer,UK,All,All,1999.97,production-volume,thousand-hectolitres,
month/2020-01,beer,UK,All,All,97.58,production-volume-alcohol,thousand-hectolitres,
month/2020-01,beer-and-cider,UK Registered,All,All,1352.42,clearances,thousand-hectolitres,
month/2020-01,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1123.1,clearances,thousand-hectolitres,
month/2020-01,beer,All,All,All,2475.52,clearances,thousand-hectolitres,
month/2020-01,beer,All,All,All,112.53,clearances-of-alcohol,thousand-hectolitres,
month/2020-01,cider,All,All,All,325.1,clearances,thousand-hectolitres,
month/2020-01,beer,All,All,All,318.19,beer-duty-receipts,gbp-million,
month/2020-01,cider,All,All,All,20.09,cider-duty-receipts,gbp-million,
month/2020-02,beer,UK,All,All,1955.31,production-volume,thousand-hectolitres,
month/2020-02,beer,UK,All,All,108.33,production-volume-alcohol,thousand-hectolitres,
month/2020-02,beer-and-cider,UK Registered,All,All,1547.8,clearances,thousand-hectolitres,
month/2020-02,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1468.92,clearances,thousand-hectolitres,
month/2020-02,beer,All,All,All,3016.72,clearances,thousand-hectolitres,
month/2020-02,beer,All,All,All,146.52,clearances-of-alcohol,thousand-hectolitres,
month/2020-02,cider,All,All,All,520.86,clearances,thousand-hectolitres,
month/2020-02,beer,All,All,All,210.82,beer-duty-receipts,gbp-million,
month/2020-02,cider,All,All,All,16.6,cider-duty-receipts,gbp-million,
month/2020-03,beer,UK,All,All,2569.91,production-volume,thousand-hectolitres,
month/2020-03,beer,UK,All,All,113.04,production-volume-alcohol,thousand-hectolitres,
month/2020-03,beer-and-cider,UK Registered,All,All,1958.29,clearances,thousand-hectolitres,
month/2020-03,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1056.93,clearances,thousand-hectolitres,
month/2020-03,beer,All,All,All,3015.22,clearances,thousand-hectolitres,
month/2020-03,beer,All,All,All,130.21,clearances-of-alcohol,thousand-hectolitres,
month/2020-03,cider,All,All,All,411.04,clearances,thousand-hectolitres,
month/2020-03,beer,All,All,All,43.45,beer-duty-receipts,gbp-million,
month/2020-03,cider,All,All,All,14.96,cider-duty-receipts,gbp-million,
month/2020-04,beer,UK,All,All,2250.1,production-volume,thousand-hectolitres,
month/2020-04,beer,UK,All,All,100.55,production-volume-alcohol,thousand-hectolitres,
month/2020-04,beer-and-cider,UK Registered,All,All,1863.71,clearances,thousand-hectolitres,
month/2020-04,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1236.22,clearances,thousand-hectolitres,
month/2020-04,beer,All,All,All,3099.93,clearances,thousand-hectolitres,
month/2020-04,beer,All,All,All,134.81,clearances-of-alcohol,thousand-hectolitres,
month/2020-04,cider,All,All,All,427.53,clearances,thousand-hectolitres,
month/2020-04,beer,All,All,All,69.15,beer-duty-receipts,gbp-million,
month/2020-04,cider,All,All,All,12.41,cider-duty-receipts,gbp-million,
month/2020-05,beer,UK,All,All,2313.68,production-volume,thousand-hectolitres,
month/2020-05,beer,UK,All,All,103.47,production-volume-alcohol,thousand-hectolitres,
month/2020-05,beer-and-cider,UK Registered,All,All,1929.29,clearances,thousand-hectolitres,
month/2020-05,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1282.84,clearances,thousand-hectolitres,
month/2020-05,beer,All,All,All,3212.13,clearances,thousand-hectolitres,
month/2020-05,beer,All,All,All,139.72,clearances-of-alcohol,thousand-hectolitres,
month/2020-05,cider,All,All,All,501.63,clearances,thousand-hectolitres,
month/2020-05,beer,All,All,All,116.79,beer-duty-receipts,gbp-million,
month/2020-05,cider,All,All,All,24.23,cider-duty-receipts,gbp-million,
month/2020-06,beer,UK,All,All,3057.99,production-volume,thousand-hectolitres,
month/2020-06,beer,UK,All,All,135.87,production-volume-alcohol,thousand-hectolitres,
month/2020-06,beer-and-cider,UK Registered,All,All,2385.35,clearances,thousand-hectolitres,
month/2020-06,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1552.47,clearances,thousand-hectolitres,
month/2020-06,beer,All,All,All,3937.82,clearances,thousand-hectolitres,
month/2020-06,beer,All,All,All,170.51,clearances-of-alcohol,thousand-hectolitres,
month/2020-06,cider,All,All,All,603.23,clearances,thousand-hectolitres,
month/2020-06,beer,All,All,All,534.73,beer-duty-receipts,gbp-million,
month/2020-06,cider,All,All,All,24.06,cider-duty-receipts,gbp-million,
month/2020-07,beer,UK,All,All,2978.32,production-volume,thousand-hectolitres,
month/2020-07,beer,UK,All,All,129.14,production-volume-alcohol,thousand-hectolitres,
month/2020-07,beer-and-cider,UK Registered,All,All,2716.14,clearances,thousand-hectolitres,
month/2020-07,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1799.11,clearances,thousand-hectolitres,
month/2020-07,beer,All,All,All,4515.25,clearances,thousand-hectolitres,
month/2020-07,beer,All,All,All,192.51,clearances-of-alcohol,thousand-hectolitres,
month/2020-07,cider,All,All,All,595.94,clearances,thousand-hectolitres,
month/2020-07,beer,All,All,All,309.24,beer-duty-receipts,gbp-million,
month/2020-07,cider,All,All,All,25.58,cider-duty-receipts,gbp-million,
month/2020-08,beer,UK,All,All,3556.06,production-volume,thousand-hectolitres,
month/2020-08,beer,UK,All,All,153.39,production-volume-alcohol,thousand-hectolitres,
month/2020-08,beer-and-cider,UK Registered,All,All,2565.94,clearances,thousand-hectolitres,
month/2020-08,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1501.36,clearances,thousand-hectolitres,
month/2020-08,beer,All,All,All,4067.3,clearances,thousand-hectolitres,
month/2020-08,beer,All,All,All,172.99,clearances-of-alcohol,thousand-hectolitres,
month/2020-08,cider,All,All,All,652.5,clearances,thousand-hectolitres,
month/2020-08,beer,All,All,All,372.11,beer-duty-receipts,gbp-million,
month/2020-08,cider,All,All,All,28.33,cider-duty-receipts,gbp-million,
month/2020-09,beer,UK,All,All,3233.16,production-volume,thousand-hectolitres,
month/2020-09,beer,UK,All,All,111.18,production-volume-alcohol,thousand-hectolitres,
month/2020-09,beer-and-cider,UK Registered,All,All,2719.82,clearances,thousand-hectolitres,
month/2020-09,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1396.28,clearances,thousand-hectolitres,
month/2020-09,beer,All,All,All,4116.09,clearances,thousand-hectolitres,
month/2020-09,beer,All,All,All,151.45,clearances-of-alcohol,thousand-hectolitres,
month/2020-09,cider,All,All,All,369.61,clearances,thousand-hectolitres,
month/2020-09,beer,All,All,All,331.23,beer-duty-receipts,gbp-million,
month/2020-09,cider,All,All,All,24.2,cider-duty-receipts,gbp-million,
month/2020-10,beer,UK,All,All,3173.49,production-volume,thousand-hectolitres,
month/2020-10,beer,UK,All,All,119.55,production-volume-alcohol,thousand-hectolitres,
month/2020-10,beer-and-cider,UK Registered,All,All,2296.54,clearances,thousand-hectolitres,
month/2020-10,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1373.38,clearances,thousand-hectolitres,
month/2020-10,beer,All,All,All,3669.92,clearances,thousand-hectolitres,
month/2020-10,beer,All,All,All,143.48,clearances-of-alcohol,thousand-hectolitres,
month/2020-10,cider,All,All,All,648.22,clearances,thousand-hectolitres,
month/2020-10,beer,All,All,All,314.76,beer-duty-receipts,gbp-million,
month/2020-10,cider,All,All,All,20.63,cider-duty-receipts,gbp-million,
month/2020-11,beer,UK,All,All,2346.15,production-volume,thousand-hectolitres,
month/2020-11,beer,UK,All,All,104.4,production-volume-alcohol,thousand-hectolitres,
month/2020-11,beer-and-cider,UK Registered,All,All,1622.21,clearances,thousand-hectolitres,
month/2020-11,beer-and-cider,All,All,Ex-warehouse and Ex-ship Clearances,1513.27,clearances,thousand-hectolitres,
month/2020-11,beer,All,All,All,3135.49,clearances,thousand-hectolitres,
month/2020-11,beer,All,All,All,134.86,clearances-of-alcohol,thousand-hectolitres,
month/2020-11,cider,All,All,All,444.29,clearances,thousand-hectolitres,
month/2020-11,beer,All,All,All,277.73,beer-duty-receipts,gbp-million,
month/2020-11,cider,All,All,All,24.64,cider-duty-receipts,gbp-million,
month/2020-12,beer,UK,All,All,2782.89,production-volume,thousand-hectolitres,
month/2020-12,beer,UK,All,All,122.62,production-volume-alcohol,thousand-hectolitres,
month/2020-12,beer-and-cider,UK Registered,All,All,1617.82,clearances,thousand-hectolitres,
